Name		Hmag		AtmDepth (ppm)		SNR		Period		Mass		logg		Eq Temp
Kepler-58 d		13.38		32		0.1		40.10		0.03		2.28		776
Kepler-569 b		12.58		45		0.1		34.19		0.03		2.27		690
Kepler-918 b		13.42		26		0.1		4.85		0.01		2.63		1532
Kepler-683 b		13.46		53		0.1		2.54		0.01		2.50		1682
Kepler-1154 c		13.42		28		0.1		8.46		0.02		2.36		1465
Kepler-310 b		12.69		20		0.1		13.93		0.01		2.52		925
Kepler-43 b		12.60		39		0.1		3.02		3.23		4.06		1948
Kepler-928 b		13.13		40		0.1		3.93		0.01		2.73		1076
Kepler-1323 b		11.15		23		0.1		0.93		0.01		2.86		2983
Kepler-115 b		12.03		24		0.1		2.40		0.00		2.39		2009
Kepler-642 b		12.15		38		0.1		4.42		0.03		2.28		2000
Kepler-1594 b		13.34		27		0.1		2.72		0.00		2.35		1798
Kepler-1201 b		13.27		27		0.1		15.19		0.02		2.38		1113
Kepler-359 b		14.43		48		0.1		25.56		0.04		2.30		906
Kepler-1356 b		13.80		56		0.1		0.63		0.01		2.86		2225
Kepler-863 b		13.83		53		0.1		15.59		0.03		2.28		914
Kepler-195 b		13.05		47		0.1		8.31		0.02		2.47		950
Kepler-689 b		13.85		51		0.1		22.37		0.03		2.28		765
Kepler-1382 b		11.42		10		0.1		16.36		0.01		2.54		1240
Kepler-1192 b		14.10		40		0.1		25.20		0.02		2.36		710
Kepler-110 b		11.66		21		0.1		12.69		0.01		2.57		1123
Kepler-118 b		12.77		27		0.1		7.52		0.01		2.51		1154
Kepler-1530 c		12.45		31		0.1		5.32		0.01		2.69		1223
Kepler-233 b		13.55		67		0.1		8.47		0.02		2.34		939
Kepler-188 c		13.20		64		0.1		6.00		0.03		2.28		1451
Kepler-730 b		14.18		97		0.1		6.49		0.54		3.04		1265
Kepler-700 b		13.59		55		0.1		80.87		0.12		2.39		531
Kepler-214 b		12.68		29		0.1		15.66		0.02		2.31		1175
Kepler-283 b		13.26		62		0.1		11.01		0.02		2.43		603
Kepler-169 f		12.28		31		0.1		87.09		0.02		2.31		404
Kepler-1128 b		14.01		43		0.1		61.62		0.04		2.31		555
Kepler-163 c		12.85		35		0.1		21.35		0.02		2.39		817
Kepler-1327 b		12.47		22		0.1		14.89		0.01		2.59		992
Kepler-322 c		11.87		32		0.1		4.34		0.01		2.67		1278
Kepler-224 e		13.72		39		0.1		18.64		0.01		2.50		638
Kepler-223 c		13.73		31		0.1		9.85		0.01		2.49		1124
Kepler-544 b		12.32		21		0.1		21.42		0.02		2.44		987
Kepler-926 b		12.79		23		0.1		52.07		0.02		2.37		640
Kepler-290 b		13.58		49		0.1		14.59		0.02		2.39		744
Kepler-609 b		13.35		64		0.1		6.52		0.03		2.28		1379
Kepler-173 c		12.76		55		0.1		8.01		0.02		2.34		1204
Kepler-181 c		12.95		60		0.1		4.30		0.01		2.49		1163
Kepler-815 b		11.29		10		0.1		8.58		0.06		2.37		1795
Kepler-746 b		11.88		29		0.1		3.48		0.00		2.41		1436
Kepler-1415 b		13.97		54		0.1		0.64		0.01		2.63		2346
Kepler-142 d		11.80		16		0.1		41.81		0.02		2.42		770
Kepler-369 c		12.59		29		0.1		14.87		0.01		2.76		411
Kepler-1318 b		12.88		32		0.1		213.26		0.03		2.27		278
Kepler-160 b		13.10		30		0.1		4.31		0.01		2.76		1387
Kepler-797 b		12.90		28		0.1		27.07		0.02		2.42		761
Kepler-1276 b		11.66		13		0.1		12.57		0.01		2.52		1174
Kepler-269 b		14.14		61		0.1		5.33		0.02		2.33		1344
Kepler-298 d		13.14		41		0.1		77.47		0.02		2.33		328
Kepler-897 b		13.58		45		0.1		8.05		0.02		2.35		1212
Kepler-1336 c		12.42		18		0.1		5.78		0.01		2.64		1451
Kepler-1181 b		12.38		17		0.1		4.89		0.01		2.74		1657
Kepler-883 b		11.77		21		0.1		12.98		0.01		2.60		1103
Kepler-556 b		12.69		38		0.1		11.72		0.02		2.39		1026
Kepler-722 b		13.95		64		0.1		4.09		0.02		2.30		1532
Kepler-713 b		13.45		52		0.1		7.41		0.02		2.33		1215
Kepler-296 d		12.81		57		0.1		19.85		0.02		2.38		480
Kepler-1355 b		13.72		42		0.1		1.29		0.01		2.80		1876
Kepler-847 b		12.74		39		0.1		2.34		0.01		2.50		1380
Kepler-292 f		14.08		41		0.1		20.83		0.02		2.36		718
Kepler-637 b		12.23		15		0.1		23.21		0.07		2.38		1291
Kepler-84 b		13.23		24		0.1		8.73		0.02		2.38		1371
Kepler-831 b		12.23		22		0.1		5.62		0.01		2.61		1304
Kepler-1048 b		12.54		34		0.1		6.92		0.01		2.71		878
Kepler-23 d		12.05		17		0.1		15.27		0.02		2.41		1198
Kepler-807 b		13.77		49		0.1		117.93		0.56		2.83		510
Kepler-1074 b		12.21		38		0.1		5.95		0.01		2.60		745
Kepler-466 c		11.40		24		0.1		3.71		0.01		2.60		1598
Kepler-358 b		13.79		38		0.1		34.06		0.02		2.29		730
Kepler-244 d		13.85		44		0.1		20.05		0.02		2.37		751
Kepler-981 b		13.27		57		0.1		4.47		0.02		2.37		1399
Kepler-218 c		12.39		33		0.1		44.70		0.03		2.27		655
Kepler-150 e		13.42		45		0.1		30.83		0.03		2.27		704
Kepler-259 c		13.67		41		0.1		36.92		0.02		2.30		693
Kepler-786 b		12.84		35		0.1		53.53		0.02		2.34		469
Kepler-10 c		9.56		7		0.1		45.29		0.05		3.46		677
Kepler-188 b		13.20		32		0.1		2.06		0.01		2.66		2072
Kepler-756 b		13.66		52		0.1		1.22		0.00		2.43		1859
Kepler-339 d		12.89		25		0.1		10.56		0.01		2.49		942
Kepler-1442 b		11.03		22		0.1		81.42		0.05		2.35		691
Kepler-321 b		11.30		24		0.1		4.92		0.01		2.61		1512
Kepler-1211 b		14.32		51		0.1		11.02		0.02		2.32		1026
Kepler-707 b		13.11		40		0.1		2.24		0.01		2.68		1446
Kepler-53 c		13.91		48		0.1		38.56		0.03		2.27		673
Kepler-212 c		11.70		21		0.1		31.81		0.02		2.29		913
Kepler-771 b		13.24		26		0.1		8.73		0.01		2.58		1199
Kepler-1079 b		11.15		11		0.1		13.25		0.01		2.70		1149
Kepler-921 b		13.18		37		0.1		51.30		0.02		2.28		603
Kepler-1316 b		12.49		28		0.1		87.97		0.04		2.30		570
Kepler-690 b		14.11		92		0.1		7.75		0.12		2.39		1297
Kepler-853 b		11.17		14		0.1		7.17		0.01		2.66		1609
Kepler-1046 b		11.83		20		0.1		14.38		0.01		2.64		1010
Kepler-669 b		14.08		90		0.1		4.13		0.08		2.38		1652
Kepler-728 b		13.99		87		0.1		5.74		0.03		2.28		1260
Kepler-126 c		9.41		10		0.1		21.87		0.01		2.73		1066
Kepler-162 c		12.71		52		0.1		19.45		0.03		2.27		868
Kepler-319 b		12.31		31		0.1		4.36		0.01		2.70		1318
Kepler-524 b		12.46		28		0.1		7.97		0.01		2.53		1276
Kepler-239 c		13.21		34		0.1		56.23		0.02		2.33		459
Kepler-266 c		13.91		32		0.1		107.72		0.05		2.34		514
Kepler-108 c		11.06		17		0.1		190.32		0.22		2.39		618
Kepler-308 b		14.15		40		0.1		9.69		0.02		2.44		1100
Kepler-950 b		14.16		64		0.1		98.72		0.31		2.51		523
Kepler-665 b		13.32		59		0.1		16.01		0.02		2.31		715
Kepler-1195 b		13.95		55		0.1		8.50		0.02		2.45		884
Kepler-1096 b		12.56		44		0.1		2.89		0.01		2.58		1054
Kepler-147 c		12.47		17		0.1		33.42		0.02		2.34		927
Kepler-178 b		12.97		52		0.1		9.58		0.03		2.28		1131
Kepler-1200 b		13.38		58		0.1		1.12		0.00		2.35		1602
Kepler-172 e		12.88		30		0.1		35.12		0.02		2.29		721
Kepler-733 b		13.73		52		0.1		20.83		0.02		2.28		762
Kepler-584 b		13.57		38		0.1		35.18		0.06		2.37		841
Kepler-1418 b		12.85		23		0.1		22.48		0.01		2.68		614
Kepler-1041 b		13.10		39		0.1		24.76		0.03		2.28		862
Kepler-1374 b		14.20		52		0.1		10.65		0.02		2.38		917
Kepler-630 b		12.38		23		0.1		161.47		0.03		2.28		446
Kepler-397 c		14.12		80		0.1		135.50		0.10		2.15		371
Kepler-190 c		12.28		29		0.1		3.76		0.01		2.80		1200
Kepler-30 c		13.62		31		0.1		60.32		2.01		3.77		561
Kepler-271 b		11.82		31		0.1		5.22		0.00		2.07		1225
Kepler-392 b		12.15		21		0.1		5.34		0.00		2.25		1480
Kepler-640 b		12.18		40		0.1		22.25		0.02		2.32		798
Kepler-962 b		11.96		35		0.1		12.06		0.01		2.50		919
Kepler-1456 b		12.86		25		0.1		18.14		0.00		2.46		560
Kepler-137 b		11.23		22		0.1		8.44		0.01		2.81		936
Kepler-375 c		14.09		53		0.1		19.99		0.02		2.30		805
Kepler-355 c		13.59		37		0.1		25.76		0.02		2.29		886
Kepler-973 b		11.43		24		0.1		49.61		0.01		2.51		527
Kepler-201 b		11.78		26		0.1		25.67		0.02		2.34		934
Kepler-1025 b		12.27		17		0.1		37.32		0.01		2.50		783
Kepler-186 f		11.82		18		0.1		129.95		0.00		2.41		238
Kepler-320 b		12.28		19		0.1		8.37		0.00		2.45		1368
Kepler-1123 b		13.15		33		0.1		4.34		0.01		2.67		1328
Kepler-123 b		12.72		36		0.1		17.23		0.03		2.28		1087
Kepler-191 b		12.96		23		0.1		9.94		0.01		2.69		895
Kepler-121 c		12.89		39		0.1		41.01		0.02		2.39		529
Kepler-163 b		12.85		24		0.1		7.81		0.00		2.33		1143
Kepler-599 b		13.03		63		0.1		15.66		0.02		2.28		770
Kepler-197 c		10.58		15		0.1		10.35		0.01		2.57		1195
Kepler-1190 b		12.29		24		0.1		10.46		0.01		2.68		788
Kepler-52 d		12.51		35		0.1		36.45		0.01		2.51		393
Kepler-587 b		13.30		44		0.1		10.94		0.02		2.40		980
Kepler-1541 b		12.03		25		0.1		8.41		0.00		2.47		983
Kepler-1034 b		13.25		49		0.1		12.12		0.02		2.39		856
Kepler-157 b		12.63		30		0.1		1.73		0.01		2.67		2014
Kepler-800 b		14.04		64		0.1		14.13		0.02		2.28		839
Kepler-308 c		14.15		36		0.1		15.38		0.02		2.42		943
Kepler-157 c		12.63		33		0.1		13.54		0.02		2.40		1015
Kepler-272 c		12.83		31		0.1		6.06		0.01		2.60		1148
Kepler-1410 b		12.91		23		0.1		60.87		0.01		2.60		357
Kepler-1292 b		14.39		41		0.1		3.28		0.01		2.58		1492
Kepler-870 b		13.71		41		0.1		21.36		0.02		2.29		873
Kepler-992 b		11.38		23		0.1		20.16		0.01		2.70		665
Kepler-835 b		14.59		45		0.1		11.42		0.02		2.29		1128
Kepler-1398 b		12.39		27		0.1		2.79		0.00		2.08		1899
Kepler-166 c		12.94		42		0.1		34.26		0.02		2.35		589
Kepler-805 b		11.29		19		0.1		30.86		0.03		2.28		997
Kepler-1232 b		13.09		24		0.1		26.78		0.01		2.52		717
Kepler-1223 b		12.56		21		0.1		16.30		0.01		2.56		708
Kepler-692 b		13.78		57		0.1		21.81		0.03		2.27		753
Kepler-333 c		12.23		27		0.1		24.09		0.00		2.41		442
Kepler-667 b		13.60		61		0.1		41.44		0.07		2.38		598
Kepler-1109 b		12.72		22		0.1		37.65		0.02		2.41		736
Kepler-1183 b		14.15		40		0.1		28.51		0.02		2.28		770
Kepler-1416 b		12.59		34		0.1		1.50		0.00		2.06		2281
Kepler-330 c		13.31		38		0.1		15.96		0.01		2.51		708
Kepler-346 b		13.61		60		0.1		6.51		0.02		2.30		1338
Kepler-232 c		13.80		73		0.1		11.38		0.05		2.33		1049
Kepler-579 b		12.62		33		0.1		9.67		0.01		2.49		1065
Kepler-215 d		12.06		29		0.1		30.86		0.02		2.35		760
Kepler-1388 b		13.52		75		0.1		12.29		0.02		2.31		614
Kepler-1414 b		12.87		35		0.1		3.52		0.01		2.57		1200
Kepler-363 d		11.76		17		0.1		11.93		0.02		2.47		1223
Kepler-1299 b		14.28		53		0.1		19.94		0.03		2.28		817
Kepler-298 b		13.14		53		0.1		10.48		0.01		2.51		638
Kepler-545 b		12.78		43		0.1		13.25		0.02		2.30		1047
Kepler-240 c		13.61		56		0.1		7.95		0.02		2.41		880
Kepler-1148 b		13.30		64		0.1		1.10		0.01		2.66		1822
Kepler-557 b		13.24		59		0.1		3.71		0.02		2.30		1702
Kepler-604 b		13.20		35		0.1		25.86		0.02		2.31		826
Kepler-264 b		11.69		22		0.1		40.81		0.03		2.28		913
Kepler-592 b		13.30		64		0.1		2.82		0.02		2.35		1738
Kepler-254 d		14.27		45		0.1		18.75		0.02		2.33		877
Kepler-26 e		12.75		48		0.1		46.83		0.02		2.35		386
Kepler-889 b		11.38		19		0.1		3.74		0.00		2.38		1722
Kepler-1372 b		13.79		36		0.1		1.31		0.01		2.61		2101
Kepler-144 c		10.83		13		0.1		10.10		0.01		2.70		1280
Kepler-638 b		11.77		33		0.1		6.08		0.01		2.58		1191
Kepler-229 b		13.87		64		0.1		6.25		0.02		2.41		972
Kepler-330 b		13.31		27		0.1		8.26		0.01		2.70		882
Kepler-627 b		12.66		26		0.1		40.70		0.04		2.32		895
Kepler-406 b		11.04		12		0.1		2.43		0.02		3.46		1728
Kepler-1151 b		13.21		25		0.1		65.65		0.02		2.40		524
Kepler-1044 b		13.97		51		0.1		6.77		0.02		2.30		1349
Kepler-69 b		12.28		40		0.1		13.72		0.02		2.40		964
Kepler-53 b		13.91		56		0.1		18.65		0.02		2.28		857
Kepler-292 d		14.08		54		0.1		7.06		0.02		2.40		1029
Kepler-216 b		12.70		35		0.1		7.69		0.02		2.36		1420
Kepler-20 f		10.91		16		0.1		19.58		0.00		2.30		820
Kepler-1311 c		11.86		17		0.1		2.54		0.01		2.56		2028
Kepler-184 c		12.75		30		0.1		20.30		0.01		2.50		813
Kepler-1458 b		12.57		34		0.1		47.99		0.02		2.29		623
Kepler-1539 b		13.50		28		0.1		133.30		0.02		2.30		383
Kepler-1081 b		11.99		34		0.1		3.86		0.00		2.27		1308
Kepler-124 c		12.31		37		0.1		13.82		0.01		2.62		679
Kepler-1073 b		12.96		43		0.1		8.68		0.02		2.38		1156
Kepler-1179 b		12.25		35		0.1		2.69		0.01		2.67		1424
Kepler-370 b		13.65		31		0.1		4.58		0.01		2.73		1371
Kepler-1561 b		13.12		36		0.1		1.01		0.00		2.38		2540
Kepler-846 b		14.09		41		0.1		19.81		0.02		2.33		815
Kepler-1461 b		13.71		32		0.1		29.35		0.02		2.48		585
Kepler-1492 b		12.26		20		0.1		16.75		0.01		2.83		669
Kepler-53 d		13.91		40		0.1		9.75		0.02		2.44		1143
Kepler-885 b		11.63		25		0.1		18.11		0.02		2.33		1087
Kepler-1612 b		13.14		29		0.1		3.92		0.00		2.30		1433
Kepler-738 b		13.86		44		0.1		24.59		0.02		2.33		697
Kepler-1341 b		12.78		34		0.1		133.00		0.03		2.28		330
Kepler-861 b		13.67		72		0.1		3.95		0.02		2.38		1195
Kepler-357 c		13.51		50		0.1		16.86		0.02		2.30		735
Kepler-777 b		13.21		37		0.1		5.73		0.01		2.81		759
Kepler-158 c		12.14		33		0.1		28.55		0.01		2.54		490
Kepler-932 b		12.27		37		0.1		1.92		0.01		2.71		1649
Kepler-877 b		12.74		37		0.1		18.46		0.02		2.44		755
Kepler-109 c		11.05		25		0.1		21.22		0.02		2.32		1006
Kepler-1040 b		11.85		13		0.1		201.12		0.02		2.45		392
Kepler-107 b		11.11		17		0.1		3.18		0.01		2.75		1938
Kepler-1470 b		12.98		22		0.1		16.30		0.00		2.35		726
Kepler-1499 b		11.55		15		0.1		44.20		0.01		2.52		540
Kepler-306 d		13.61		54		0.1		17.33		0.02		2.33		666
PH-1 b		12.46		25		0.1		138.51		0.10		2.15		614
Kepler-129 b		10.32		17		0.1		15.79		0.02		2.36		1208
Kepler-1248 b		11.53		16		0.1		7.47		0.01		2.50		1374
Kepler-985 b		13.16		32		0.1		116.33		0.03		2.28		427
Kepler-1588 b		12.46		26		0.1		7.85		0.00		1.83		1202
Kepler-338 b		10.84		18		0.1		13.73		0.02		2.34		1336
KIC 11442793 h		12.53		22		0.1		331.60		0.94		3.17		383
Kepler-335 b		12.57		31		0.1		6.56		0.03		2.28		1752
Kepler-1224 b		11.63		12		0.1		13.32		0.01		2.68		1144
Kepler-913 b		13.52		62		0.1		10.30		0.02		2.46		745
Kepler-368 b		11.23		15		0.1		26.85		0.03		2.28		1070
Kepler-698 b		13.87		68		0.1		16.33		0.04		2.31		874
Kepler-1359 b		13.51		43		0.1		59.50		0.02		2.28		437
Kepler-1178 b		11.83		18		0.1		31.81		0.00		2.35		580
Kepler-106 c		11.49		24		0.1		13.57		0.03		2.84		1027
Kepler-400 b		12.29		18		0.1		9.02		0.01		2.68		1240
Kepler-997 b		10.66		14		0.1		2.71		0.01		2.70		2186
Kepler-103 c		10.94		20		0.1		179.61		0.09		2.38		502
Kepler-634 b		12.22		27		0.1		5.17		0.01		2.54		1596
Kepler-122 e		12.89		25		0.1		37.99		0.02		2.31		814
XO-3 b		8.85		5		0.1		3.19		13.28		5.45		2434
Kepler-165 b		12.93		60		0.1		8.18		0.02		2.37		930
Kepler-615 b		12.07		35		0.1		10.36		0.01		2.63		766
Kepler-1605 b		10.65		12		0.1		85.76		0.00		2.37		456
Kepler-198 c		12.07		28		0.1		49.57		0.02		2.33		603
Kepler-1111 b		13.29		28		0.1		8.80		0.01		2.49		1274
Kepler-220 e		10.67		15		0.1		45.90		0.01		2.68		433
Kepler-1530 b		12.45		39		0.1		2.59		0.01		2.69		1555
Kepler-1406 b		11.91		15		0.1		11.63		0.00		2.40		1119
Kepler-933 b		13.72		50		0.1		14.20		0.02		2.34		849
Kepler-172 c		12.88		55		0.1		6.39		0.02		2.28		1272
Kepler-57 c		13.02		26		0.1		11.61		0.01		2.76		821
Kepler-1361 b		12.06		40		0.1		3.58		0.00		2.02		1261
Kepler-793 b		13.00		24		0.1		4.24		0.01		2.71		1438
Kepler-605 b		12.50		28		0.1		3.38		0.01		2.78		1421
Kepler-334 b		11.45		21		0.1		5.47		0.00		2.43		1401
Kepler-1293 b		12.13		18		0.1		5.58		0.00		2.21		1588
Kepler-262 c		12.76		20		0.1		21.85		0.01		2.69		804
Kepler-872 b		13.46		45		0.1		2.58		0.01		2.49		1819
Kepler-293 c		13.78		44		0.1		54.16		0.05		2.33		615
Kepler-487 c		13.33		38		0.1		38.65		0.02		2.30		629
Kepler-162 b		12.71		22		0.1		6.92		0.01		2.60		1225
Kepler-982 b		11.96		24		0.1		15.77		0.02		2.39		1112
Kepler-976 b		13.97		41		0.1		105.96		0.05		2.35		423
Kepler-257 b		13.45		69		0.1		2.38		0.02		2.31		1619
Kepler-507 b		10.73		17		0.1		3.57		0.01		2.65		1838
Kepler-340 c		11.63		23		0.1		22.82		0.03		2.28		1301
Kepler-1464 c		12.54		25		0.1		5.33		0.00		2.25		1370
Kepler-1065 c		13.80		36		0.1		2.37		0.01		2.72		1688
Kepler-325 d		13.40		34		0.1		38.72		0.02		2.29		698
Kepler-616 b		13.41		47		0.1		10.00		0.02		2.34		1082
Kepler-1084 b		10.90		23		0.1		2.05		0.00		2.41		2189
Kepler-208 b		12.31		19		0.1		4.23		0.01		2.70		1771
Kepler-405 b		14.17		40		0.1		10.61		0.02		2.45		1026
Kepler-1322 b		14.17		54		0.1		0.96		0.01		2.71		2163
Kepler-150 d		13.42		54		0.1		12.56		0.02		2.29		950
Kepler-225 c		13.34		42		0.1		18.79		0.01		2.57		393
Kepler-811 b		12.53		28		0.1		23.58		0.02		2.30		913
Kepler-1010 b		12.88		35		0.1		34.27		0.02		2.37		616
Kepler-966 b		12.75		34		0.1		99.75		0.06		2.37		520
Kepler-1365 b		11.93		21		0.1		7.70		0.00		2.12		1228
Kepler-709 b		13.28		67		0.1		16.09		0.03		2.28		750
Kepler-1062 b		12.44		36		0.1		9.30		0.01		2.61		787
Kepler-1387 b		12.57		46		0.1		2.28		0.00		2.14		1426
Kepler-893 b		13.74		72		0.1		6.34		0.03		2.27		1283
Kepler-1528 b		13.07		29		0.1		1.79		0.01		2.80		1997
Kepler-1127 b		13.51		41		0.1		5.12		0.01		2.51		1320
Kepler-1234 b		13.86		70		0.1		11.94		0.02		2.28		806
Kepler-203 c		12.47		49		0.1		5.37		0.02		2.33		1438
Kepler-839 b		12.31		21		0.1		37.81		0.02		2.32		819
Kepler-402 c		12.08		16		0.1		6.12		0.01		2.75		1534
Kepler-980 b		12.71		46		0.1		11.55		0.02		2.30		1099
Kepler-567 b		12.79		44		0.1		16.54		0.02		2.39		758
Kepler-1457 b		12.61		18		0.1		51.11		0.01		2.49		650
Kepler-363 c		11.76		13		0.1		7.54		0.01		2.66		1425
Kepler-922 b		12.26		42		0.1		0.94		0.01		2.77		2310
Kepler-1562 b		13.90		34		0.1		64.27		0.04		2.30		602
Kepler-337 b		11.26		11		0.1		3.29		0.01		2.76		2079
Kepler-772 b		12.34		20		0.1		12.99		0.01		2.58		1053
Kepler-167 b		11.97		32		0.1		4.39		0.01		2.79		1089
Kepler-80 e		12.35		43		0.1		4.65		0.01		2.69		905
Kepler-875 b		13.60		36		0.1		27.51		0.03		2.28		844
Kepler-395 b		13.13		40		0.1		7.05		0.00		2.30		679
Kepler-374 c		13.18		33		0.1		3.28		0.00		2.40		1574
Kepler-619 c		13.26		40		0.1		1.21		0.01		2.66		2391
Kepler-310 d		12.69		27		0.1		92.88		0.02		2.33		491
Kepler-791 b		13.14		31		0.1		14.55		0.03		2.27		1244
Kepler-55 c		13.36		44		0.1		42.15		0.02		2.41		424
Kepler-238 c		13.54		30		0.1		6.16		0.02		2.35		1539
Kepler-196 c		12.30		30		0.1		47.43		0.02		2.40		514
Kepler-1006 b		12.62		22		0.1		19.76		0.01		2.77		724
Kepler-281 b		14.16		57		0.1		14.65		0.02		2.28		909
Kepler-189 c		12.94		48		0.1		20.13		0.02		2.35		683
Kepler-143 b		12.29		24		0.1		16.01		0.02		2.35		1109
Kepler-264 c		11.69		12		0.1		140.10		0.02		2.28		605
Kepler-1042 b		13.44		54		0.1		10.13		0.02		2.41		812
Kepler-276 b		13.87		50		0.1		14.13		0.02		2.28		1059
Kepler-1333 b		13.52		28		0.1		109.65		0.02		2.28		467
Kepler-256 c		13.50		34		0.1		3.39		0.02		2.43		1728
Kepler-1028 b		12.73		33		0.1		2.51		0.01		2.68		1580
Kepler-990 c		13.03		41		0.1		0.54		0.01		2.86		3090
Kepler-1376 b		13.16		25		0.1		5.31		0.00		2.33		1314
Kepler-763 b		13.76		48		0.1		1.20		0.01		2.56		1837
Kepler-905 b		12.37		26		0.1		5.08		0.01		2.76		1218
Kepler-1045 b		13.84		48		0.1		26.41		0.02		2.30		678
Kepler-26 d		12.75		50		0.1		3.54		0.00		2.36		912
Kepler-104 d		11.25		25		0.1		51.76		0.04		2.30		730
Kepler-405 c		14.17		69		0.1		29.73		0.07		2.38		728
Kepler-197 e		10.58		13		0.1		25.21		0.00		2.10		888
Kepler-653 b		11.87		20		0.1		14.71		0.01		2.51		1031
Kepler-1364 b		12.16		15		0.1		13.32		0.02		2.43		1473
Kepler-1284 b		13.75		59		0.1		0.66		0.01		2.54		2203
Kepler-1611 b		12.78		31		0.1		5.18		0.00		1.92		1294
Kepler-1563 b		12.08		34		0.1		3.43		0.00		1.81		1559
Kepler-349 b		13.28		40		0.1		5.93		0.01		2.54		1299
Kepler-263 c		13.53		36		0.1		47.33		0.02		2.33		529
Kepler-294 c		14.26		64		0.1		6.63		0.02		2.29		1275
Kepler-1002 b		10.45		16		0.1		4.34		0.01		2.64		1872
Kepler-549 b		12.90		37		0.1		42.95		0.02		2.32		588
Kepler-1157 b		12.11		36		0.1		4.46		0.00		2.38		1028
Kepler-967 b		12.54		50		0.1		13.23		0.02		2.36		827
Kepler-211 c		11.49		25		0.1		6.04		0.01		2.63		1042
Kepler-359 c		14.43		41		0.1		57.69		0.06		2.37		691
Kepler-186 d		11.82		36		0.1		13.34		0.01		2.75		509
Kepler-236 c		12.54		43		0.1		23.97		0.01		2.49		381
Kepler-254 c		14.27		40		0.1		12.41		0.02		2.43		1006
Kepler-1247 b		14.07		48		0.1		13.71		0.02		2.37		844
Kepler-1047 c		11.87		24		0.1		3.19		0.00		2.23		1682
Kepler-224 d		13.72		62		0.1		11.35		0.02		2.38		753
Kepler-440 b		12.32		24		0.1		101.11		0.01		2.56		298
Kepler-895 b		13.45		48		0.1		2.81		0.01		2.77		1053
Kepler-1217 b		13.83		49		0.1		2.03		0.01		2.49		1967
Kepler-651 b		12.40		40		0.1		21.39		0.02		2.36		771
Kepler-239 b		13.21		51		0.1		11.76		0.02		2.37		774
Kepler-284 c		14.15		43		0.1		37.51		0.02		2.31		620
Kepler-705 b		12.78		39		0.1		56.06		0.02		2.44		317
Kepler-1131 b		13.50		27		0.1		3.53		0.01		2.73		1598
Kepler-871 b		14.17		46		0.1		22.05		0.04		2.32		919
Kepler-1390 b		12.82		22		0.1		6.48		0.01		2.50		1257
Kepler-528 b		12.49		25		0.1		19.78		0.02		2.45		905
Kepler-787 b		13.31		64		0.1		0.93		0.01		2.62		1510
Kepler-1512 b		10.75		21		0.1		20.36		0.01		2.50		566
Kepler-207 b		11.84		18		0.1		1.61		0.01		2.74		2609
Kepler-181 b		12.95		38		0.1		3.14		0.01		2.61		1293
Kepler-20 b		10.91		22		0.1		3.70		0.03		3.17		1430
Kepler-1104 b		11.01		14		0.1		5.04		0.01		2.57		1744
Kepler-1056 b		12.89		34		0.1		27.50		0.03		2.27		895
Kepler-813 b		13.03		33		0.1		19.13		0.02		2.43		856
Kepler-107 d		11.11		12		0.1		7.96		0.00		2.36		1427
Kepler-354 c		13.26		21		0.0		16.93		0.01		2.66		609
Kepler-282 b		13.72		23		0.0		9.22		0.00		2.27		1041
Kepler-1626 b		13.04		19		0.0		4.14		0.01		2.48		2213
Kepler-1437 b		14.03		19		0.0		10.93		0.01		2.71		986
Kepler-33 b		12.62		11		0.0		5.67		0.01		2.63		1755
Kepler-394 b		13.44		20		0.0		8.01		0.01		2.72		1396
Kepler-1289 b		13.11		15		0.0		7.99		0.01		2.86		1327
Kepler-1397 b		12.52		12		0.0		47.45		0.01		2.64		712
Kepler-355 b		13.59		16		0.0		11.03		0.01		2.80		1176
Kepler-1417 b		12.40		15		0.0		20.35		0.00		2.25		883
Kepler-441 b		12.40		15		0.0		207.25		0.01		2.69		245
Kepler-206 d		12.05		10		0.0		23.44		0.01		2.52		899
Kepler-404 b		13.53		20		0.0		11.83		0.01		2.61		957
Kepler-1362 b		13.69		28		0.0		136.21		0.02		2.31		346
Kepler-286 c		14.06		30		0.0		3.47		0.01		2.72		1404
Kepler-260 c		12.54		14		0.0		76.05		0.01		2.63		472
Kepler-1431 b		13.79		19		0.0		5.87		0.01		2.81		1333
Kepler-1370 c		12.42		14		0.0		7.44		0.01		2.61		1437
Kepler-394 c		13.44		19		0.0		12.13		0.01		2.68		1215
Kepler-1600 b		13.90		23		0.0		386.37		0.03		2.27		273
Kepler-432 b		10.22		1		0.0		52.50		5.41		4.67		1051
Kepler-282 c		13.72		18		0.0		13.64		0.01		2.53		914
Kepler-354 d		13.26		19		0.0		24.21		0.01		2.58		541
Kepler-223 b		13.73		25		0.0		7.38		0.01		2.66		1238
Kepler-1620 b		12.28		7		0.0		101.95		0.01		2.71		585
Kepler-195 c		13.05		17		0.0		34.10		0.01		2.76		593
Kepler-1255 b		13.71		23		0.0		36.29		0.02		2.37		779
Kepler-386 c		13.75		19		0.0		25.19		0.01		2.73		634
Kepler-937 c		13.76		16		0.0		153.34		0.02		2.30		504
Kepler-1429 b		13.51		21		0.0		4.48		0.01		2.63		1506
Kepler-1554 b		13.93		27		0.0		198.09		0.03		2.28		345
